text,class
"Отсутствие доставки в мой район - главный недостаток вашего сервиса по сравнению с конкурентами. Деньги за отмененный заказ не вернулись до сих пор. Очень быстро доставили заказ, все супер. Очень неудобно, что доставка работает только до 22:00. СберСпасибо не работает, не удается оплатить. Почему скидка применилась не на все товары в заказе? Неудобное приложение, сложно разобраться. Отсутствие карты с курьером создает неопределенность в процессе доставки.",6 49 43 46 45 25 41 5
"Просил оставить заказ у консьержа. Почему-то принесли к двери. Комментарии игнорируются полностью? Почему у курьеров нет оплачиваемых перерывов? Это необходимо для их здоровья и производительности. Не хватает ночной доставки, хотелось бы круглосуточную. Товары, которые заказывал, перепутаны с чужими. Мой заказ был отменен курьером без предупреждения. Ваше время работы совершенно не подходит для работающих людей. Вечером уже не успеваю сделать заказ. Творожная масса прокисла.",17 44 46 31 38 46 27
"Не могу поверить, что вы не доставляете в такой густонаселенный район. Теряете клиентов! Почему не работает купон на бесплатную доставку? Добавьте, пожалуйста, функцию показа курьера на карте. Это важно для планирования. Прошу компенсировать долгую доставку. Это не соответствует текущим модным тенденциям. Молочные продукты явно испорчены, это ужасно. Это не вписывается в современные тренды. Обещали скидку, если оформить заказ в приложении, но ничего не изменилось. Меня всё устраивает в вашем сервисе. Нет поставок в магазин уже несколько дней.",6 26 5 37 39 40 39 26 20 29
"Уведомление о скидке пришло, а по факту цены те же. Приложение неудобное, интерфейс требует улучшений. Выдайте курьерам удобную обувь. Они проводят весь день на ногах, это важно для их здоровья. Пытаюсь оплатить заказ уже третий раз, но платежи не проходят. Служба поддержки только разводит руками. Ужасный сервис! Ваши регулярные опоздания просто выводят из себя. Можно хоть раз привезти заказ вовремя? Поддержка отвечает ужасно медленно. Жду ответа уже второй час! Почему у вас такие странные пакеты?",26 41 44 48 3 30 19
"Соус из контейнера вытек и испачкал все остальные продукты. Бардак! Приложение зависает, приходится перезагружать. Отметил, что оплата уже проведена онлайн. Курьер требовал оплату. Комментарии никто не смотрит?",14 42 17
"Непонятно, какие товары попали под скидку в корзине. Каждый раз сбой при попытке оплатить бонусами СберСпасибо. Это похоже на какой-то баг в системе - цена не должна так часто меняться. Доставили торт, а он весь помятый и кривой. Вы его на американских горках везли? Жду возврат уже несколько недель, а денег все нет. Мясо пришло в ужасном состоянии, не могу использовать. Хотелось бы видеть больше товаров со скидкой. Йогурт в заказе полностью разлился по пакету. Это ваше понимание аккуратной доставки? Приложение работает нестабильно, постоянно зависает.",25 45 9 14 49 40 23 14 42
"Просил не добавлять васаби и имбирь. Всё равно положили. Комментарии никто не смотрит? Нет никаких скидок для тех, кто заказывает у вас регулярно.",17 22
"Акция была до 10 числа, но сайт ее уже не поддерживает. Не понимаю, почему вы не доставляете в студенческий городок. Здесь огромный спрос на доставку!",26 6
"Это явно не соответствует текущим трендам. Хлебобулочных изделий всего пара видов, это нормально? Скидка на корзину применяется только к некоторым товарам, это некомфортно. Всё отлично, но хотелось бы получать бонусы за частые заказы. Печенье засохло до состояния камня. Смотрю на упаковку - просрочено на месяц. Почему скидка с витрины и корзины не складываются? Ваша ограниченная зона доставки — это просто безобразие. Теряете клиентов из-за этого! Не нравится, что поиск не находит нужные товары сразу.",39 28 24 22 15 24 6 47
"Очень доволен, заказ доставили быстро. Банка с вареньем разбилась при доставке. Теперь все продукты в липком сиропе. Почему помидоры красные?",43 14 19
"Часто делаю заказы, но хотелось бы видеть больше скидок на весь заказ. Попытался оплатить покупку с помощью Google Pay, но терминал курьера не поддерживал эту функцию. Почему нельзя обновить оборудование? Каждое обновление страницы - новый сюрприз с ценой. Как это вообще работает? Не довезли половину заказанных товаров. Это какая-то ошибка? Привезли лимонад, который уже начал бродить. Дата на бутылке - прошлый месяц. Почему не предоставляют скидки за долгие доставки? Не положили товары в термопакет, всё растаяло. Курьер сам отменил доставку, не предупредив. Очень быстрая доставка, все вовремя. Поиск работает медленно, не находит товары быстро.",23 48 9 13 15 37 31 38 43 47
"Кошмар, а не обслуживание. Больше ни за что не обращусь. Навигация по сайту крайне неудобная. Приходится делать много лишних кликов, чтобы добраться до нужного раздела. Минимальная сумма заказа постоянно скачет. То 1000, то 1500, то 2000. Так и разориться можно! Долго ли ещё ждать? Почему нельзя показывать актуальное время прибытия курьера?",21 47 10 4
"Оформил заказ, но его отменили перед самой доставкой. Курьер не мог объяснить, почему опоздал. Не говорит по-русски совсем. Из-за наличия минимальной суммы заказа приходится покупать лишнее. Это нечестно по отношению к клиентам. Когда вы планируете расширить зону доставки? Мой адрес всё ещё вне зоны. Ваша минимальная сумма заказа просто огромная. Это очень ограничивает в выборе. Очень люблю ваш сервис, но отсутствие скидок для постоянных клиентов — минус.",32 33 10 6 8 22
"Очень доволен быстрой доставкой. Ваша минимальная сумма заказа отпугивает клиентов. Не все готовы тратить столько на доставку.",43 8
"Почему нельзя доставить заказ за город? Я готов доплатить, но вы просто отказываетесь. Раньше у вас была круглосуточная доставка, а теперь нет. Верните эту услугу! Товар так и не пришёл, а добиться возврата денег оказалось целым квестом. Больше никогда не буду здесь заказывать. Приложение сложное, интерфейс не удобен. Каждый раз, когда я добавляю товар в корзину, сумма заказа меняется. Это очень раздражает! Жду возврат денег уже несколько недель, но их до сих пор нет.",6 46 49 41 9 49
"Кладут чистящие средства и продукты в один пакет, это опасно.",31
"Положили корм для животных в один пакет с продуктами. Не понимаю, почему нельзя уведомить о проблемах с заказом. Просто удалили товары. Скидка с витрины и корзины не складываются, что разочаровывает. Чаще делайте акции на весь заказ, их недостаточно. Постоянно приходится добавлять товары, чтобы достичь минимальной суммы заказа. Это утомительно. Курьер отменил заказ без предупреждения. Приложение зависает, невозможно оформить покупку. Прошло больше 40 минут, а заказ еще не собран. Поиск работает ужасно. Ввожу точное название товара, а он выдаёт всё подряд, кроме того, что нужно.",31 7 24 23 9 38 42 35 47
"Каталог перегружен ненужной информацией. Хочется видеть только товары, а не рекламу и новости. Больше никогда не воспользуюсь этой доставкой. Удаляют товары без предупреждения. Абсурд какой-то! Мой дом находится в 5 минутах от вашего склада, но доставки нет.",47 7 6
"Очень сложно найти нужные функции, приложение неудобное. Я же написал в комментарии, что нужно позвонить за час до доставки! Никто не позвонил. Это не доставка, а американские горки. Цена то вверх, то вниз. При попытке оплаты бонусами СберСпасибо часто вылетает ошибка. Приходится отменять заказ и делать заново. Почему скидки на витрине и в корзине не складываются? Товар всегда заканчивается в обед. Промокод на бесплатную доставку при заказе от 1500 рублей не применяется. Сделайте, пожалуйста, круглосуточную доставку. Иногда очень нужно что-то заказать ночью. Очень запутанный интерфейс, сложно пользоваться приложением.",41 17 9 45 24 29 26 46 41
"Пожалуйста, добавьте круглосуточную доставку, неудобно заказывать вечером. Прошу учесть задержку и компенсировать её. Разочарован работой доставки. Удалили товары из заказа без уведомления и вариантов замены. Очень быстрая доставка, все на высоте.",46 37 7 43
"Почему вы не доставляете в пригород? Здесь тоже есть клиенты. Замороженные продукты доставили в обычном пакете, всё потекло. Оплата через приложение не работает, приходится платить наличными. Ни одна из тенденций не соответствует этому. Заказ отменили, и я так долго ждал. Сколько весит облако? На товары со скидкой с витрины не действует скидка на корзину, это разочаровывает. Каталог товаров неудобный, сложно найти нужное. Это совсем не в тренде, как так получилось?",6 31 48 39 32 19 24 47 39
"Указанное время доставки - чистой воды обман. Всегда приходится ждать гораздо дольше. Очень долго ждала возврат денег, когда их вернут? Промокод с сайта не работает, проверял несколько раз. Доставка стала такой медленной! Раньше было гораздо лучше и быстрее. Заказ не полный, самого нужного нет. Почему так? Не получается восстановить доступ к аккаунту СберСпасибо. Процедура восстановления пароля не работает. Приложение зависает, когда пытаюсь добавить товар в корзину. Очень неудобно, что доставка закрывается в 22:00.",2 49 26 1 13 45 42 46
"Молочные продукты были испорчены, хотя срок нормальный. Просила не упаковывать приборы, а положить отдельно. Всё в пакете вперемешку. Комментарии никто не читает? Не удается оплатить картой, приходится использовать другую. Заказ отменили, потому что курьер не смог доехать. Поиск товаров в каталоге работает плохо. Мясо оказалось испорченным, хотя привезли вовремя. При оформлении заказа скидка не была применена, хотя акция еще действует. Зашел сделать заказ, а в процессе сумма выросла на 15%. Пришлось отказаться от покупки. Больше сюда не вернусь. Почему вы не сообщаете об отсутствии товара сразу? Неприятно узнавать об этом постфактум. Почему-то бонусы СберСпасибо не всегда отображаются в моём личном кабинете. Очень неудобно планировать покупки.",40 17 48 38 47 40 26 9 7 45
"Я потратил полчаса только на то, чтобы собрать корзину нужной стоимости. Акции типа 'товар за 1 рубль' очень редки, а хотелось бы больше. В доставке нет шампуня, который я заказывал. Куда он делся? Скидка в корзине непонятна, нужно больше информации. Сервис оставляет желать лучшего. Удалили товары из заказа без предупреждения и замены.",9 23 13 25 7
"Очень неудобный интерфейс, сложно разобраться. Получил пустую коробку вместо заказа. Кто-то что-то перепутал? Долго ждал, а заказ в итоге отменили. Химия и продукты оказались в одном пакете, ужасно! Банки с напитками лопнули в коробке. Все вещи были мокрые и липкие. Сборщик не положил в заказ несколько товаров, хотя в чеке они есть. Ни одна модная тенденция не отражена здесь. Разочарован качеством доставки. Удалили часть заказа без уведомления и объяснений. Замороженные продукты пришли уже оттаявшими. Почему не используете термопакеты? Перестаньте указывать нереальное время доставки. Вы НИКОГДА не укладываетесь в обещанные сроки.",41 13 32 31 14 31 39 7 31 2
"Просила оставить у двери, а курьер звонил и ждал. Зачем тогда писать комментарии? Доставка оказалась пустышкой - товара нет, объяснений тоже. Почему нельзя оплатить бонусами СберСпасибо всю сумму заказа? Ограничения по использованию очень неудобные. Нужные мне товары всегда заканчиваются быстрее всех. Хочу иметь возможность следить за перемещением курьера на карте в реальном времени. Пересмотрите систему распределения заказов. Сейчас некоторые курьеры получают меньше заказов, чем другие. Почему это не соответствует текущим стандартам? Хотел заказать товар, но он закончился. Я устал от этих неожиданностей с изменением стоимости корзины. Это непрофессионально. Неясно, какие товары получили скидку, нужна более чёткая информация.",17 13 45 29 5 44 39 29 9 25
"Мой заказ был отменен курьером без объяснений. Отсутствие функции отслеживания курьера на карте делает ваш сервис менее удобным. Ещё 10 минут, и будет час с момента заказа. А ведь курьер даже не выехал ещё! Корзинная скидка действует не на все товары, хотелось бы, чтобы она применялась ко всем. Хотел воспользоваться специальным предложением по СберСпасибо, но оно закончилось раньше указанного срока. Ваши цены на готовые блюда просто шокируют. Дешевле заказать в ресторане, чем у вас. Почему скидка в корзине действует не на все товары? Доставка работает нормально.",38 5 35 24 45 12 25 20
"Навигация по каталогу неудобная, сложно найти товары. Заказ привезли быстрее, чем обещали. Навигация по каталогу неудобная, не могу найти товары. Часто заказываю, но акции проводятся слишком редко. Ввёл промокод на скидку 15%, но она не применилась к заказу. Очень трудно понять, к каким товарам была применена скидка. Приложение зависает при подтверждении заказа. Хочу доставку с 7 утра, сейчас очень неудобно. Постоянные проблемы с оплатой через приложение. Почти час жду, и курьер еще не вышел на доставку.",47 43 47 23 26 25 42 46 48 35
"Почему так редко проходят акции, вроде 'товар за 1 рубль'? Доставили быстрее, чем я ожидал. Не удается использовать бонусы СберСпасибо для оплаты. Хочется видеть больше выгодных предложений. Совсем не вписывается в современные тенденции. Доставка без товара - это нормально? Потому что у меня именно так. Почему бы не организовать ночную доставку хотя бы по выходным? Уверен, спрос был бы. Почему заказ отменили перед самой доставкой? Накопительная скидка не учитывается при оформлении заказа. Всё плохо, качество ниже некуда.",23 43 45 23 39 13 46 32 26 21
"Вместо полного заказа получил половину. Куда делось остальное? Я чувствую себя как на аукционе - цена меняется прямо во время формирования заказа. Просто супер, доставка заняла меньше 30 минут. Непонятно, как работает система скидок в корзине, можно ли объяснить? Списали деньги за заказ, но в личном кабинете статус оплаты не изменился. Поддержка не отвечает уже второй день.",13 9 43 25 48
"Почему нельзя указывать срок годности товаров при заказе? Постоянно присылаете то, что вот-вот испортится. Заказ пришел не полностью. Не хватает нескольких позиций. Это нормально? Очень мало скидок на всю корзину, это минус. Вернула товар по гарантии, но вместо денег получаю только отговорки. Когда уже закончится это безобразие? Очень неудобный поиск, сложно найти нужные товары. Приложение неудобное, интерфейс требует улучшений. Не могу оформить заказ, потому что вы не доставляете по моему адресу. Это разочаровывает.",11 13 23 49 47 41 6
"Какой цвет у радуги? Курьер удивился, что в его сумке нет моего заказа. Я тоже в шоке. Условия программы СберСпасибо постоянно меняются, невозможно уследить за всеми обновлениями. Заказ был отменен, хотя я ждал его несколько часов. Почему скидка не применилась ко всем товарам в заказе?",19 13 45 32 25
"Можно ли получить компенсацию за задержку автоматически? Часто пользуюсь вашими услугами, но скидок для постоянных клиентов не хватает. Полный бардак, больше сюда ни ногой. Очень не хватает возможности отследить курьера на карте для планирования своего времени. Скидка 20% на товары для дома не отображается в корзине. Ожидал лучшего сервиса. Отменили часть заказа без уведомления и не предложили замену.",37 22 21 5 26 7
"Товар вернул, а деньги как в чёрную дыру провалились. Уже месяц пытаюсь выяснить, где они. Овощи явно начали портиться, хотя срок годности нормальный. Товар по акции раскуплен, и завоза не предвидится.",49 40 29
"Больше промокодов на всю корзину, пожалуйста. Печенье размякло и потеряло форму. При попытке подключить СберСпасибо приложение выдает сбой. Интерфейс слишком сложный, не нравится приложение. Вместо обещанных 5 дней на возврат денег, жду уже больше месяца. Почему нельзя честно работать с клиентами? Хотелось бы больше ясности по поводу применения скидок. Хотелось бы доставку с 6 утра, не хватает ранних слотов. Баннер обещает скидку, а товара нет. Никаких уведомлений о том, что товара больше не будет.",23 27 45 41 49 25 46 29 29
"Хотел сделать небольшой заказ, но из-за постоянного изменения цен пришлось добавлять лишние товары. Очень раздражает. Часто заказываю, но не вижу никаких бонусов или скидок для постоянных клиентов. Мой заказ отменили без объяснений после долгого ожидания. Почему нельзя добавить функцию отображения курьера на карте? Это бы очень помогло. Заказал продукты, а привезли йогурты, у которых срок годности истекает через день. Это нормально? Хотелось бы видеть бонусы для постоянных клиентов, заказываю часто.",9 22 32 5 11 22
"Почему вы игнорируете целый микрорайон? Здесь много потенциальных клиентов. Заказанные помидоры превратились в томатную пасту. Вы их в центрифуге крутили? Сборщик перепутал товары. Вместо яблок положил груши. Акция 'Счастливые часы' не действует, хотя сейчас нужное время. Почему нельзя сделать удобную сортировку результатов поиска? Приходится просматривать все страницы, чтобы найти нужный вариант. Просто великолепно, доставка заняла меньше часа. Не рекомендую эту доставку. Отменяют товары, не предупреждая и не предлагая замену. Оплата через приложение не работает, приходится искать наличные.",6 14 31 26 47 43 7 48
"Купил по акции молочные продукты, а они оказались на грани просрочки. Так и должно быть? Ничего не остается после 18:00. Обеспечьте курьеров качественными термосумками. Клиенты жалуются на остывшую еду. Очень быстрая доставка, все привезли вовремя. Путаница с заказами, получил не те товары.",11 29 44 43 31
"Я в полном неведении о статусе моего заказа. Почему нельзя сделать нормальную систему отслеживания? Когда вернут деньги за отмену заказа? Жду уже больше месяца. Ждал долго, но заказ так и не привезли, его отменили. Курьер отменил заказ, не доехав до адреса. Не могу понять, почему нет возможности отследить курьера на карте в вашем приложении. Почему вы не доставляете в мой район? Я живу в городе, а не на краю света! Курьер решил отменить заказ, не доехав до меня. Не могу оплатить картой, приходится использовать другую. Периодически пропадают все мои бонусы СберСпасибо. Потом возвращаются, но это очень нервирует.",4 49 32 38 5 6 38 48 45
"Уже год живу в этом районе, а вы всё ещё не доставляете сюда. Почему так долго? Возмущен качеством обслуживания. Удалили часть заказа без уведомления и извинений. Навигация по сайту совершенно неинтуитивная. Даже после нескольких заказов всё равно путаюсь в разделах. Было бы намного удобнее, если бы можно было отследить курьера на карте в приложении.",6 7 47 5
"Сделал заказ, но потом мне сообщили, что мой адрес вне зоны обслуживания. Почему нельзя это указать сразу? Не понимаю, почему вы не доставляете в мой район. Он вполне доступный и близко к центру. Указал в комментарии, что домофон не работает. Никто не перезвонил, заказ не доставили. Не могу воспользоваться подарочным сертификатом при оплате. Хотелось бы иметь возможность заказать доставку на раннее утро, часов на 6-7. Сейчас это невозможно. Похоже, это совсем не тянет на модные тенденции. Больше никогда не воспользуюсь этой доставкой. Удаляют товары из заказа, не сообщая об этом. Заказываю не для того, чтобы сразу все съесть. А вы привозите продукты, которые вот-вот испортятся. Прошу учесть опоздание и предоставить скидку. Почему нельзя показать местоположение курьера на карте? Это бы сэкономило время.",6 6 17 26 46 39 7 11 37 5
"Доставили рыбу, а она вся побитая и с оторванным хвостом. Вы с ней в теннис играли? Киви все мягкие и помятые. Привезли испорченную молочку, запах ужасный. Очень неудобный интерфейс, не нравится приложение. Зачем вообще нужна эта минимальная сумма заказа? Это очень неудобно для клиентов! Очень быстро доставили заказ, все супер. Не могу понять, как подключить СберСпасибо к своему аккаунту. Инструкции на сайте совершенно непонятные. Прошу компенсировать долгую доставку. Кто придумал колесо? Вместо свежих овощей положили подпорченные. Сборщик вообще смотрит, что кладёт?",14 27 40 41 10 43 45 37 19 31
"Ждал несколько часов, а заказ отменили без объяснений. Доставка быстрая, но нет программы лояльности для постоянных клиентов. Это не доставка, а настоящая головоломка с постоянно меняющейся суммой. Консервы с вздутыми крышками. Явно просрочка, но почему-то доставили.",32 22 9 15
"Почему скидка не распространилась на все товары? Указала, что дверь серая, а не белая. Курьер не мог найти квартиру. Кто-нибудь читает комментарии к заказу? Полный провал, не тратьте здесь свое время и деньги.",25 17 21
"Заказал творог, привезли что-то, больше похожее на сыр. Просрочен на неделю. Невозможно рассчитывать на вашу доставку. Постоянные опоздания уже стали нормой. Очень быстрая доставка, все привезли за полчаса.",15 3 43
"Товар постоянно раскупают, не успеваю заказать. Когда вы наконец охватите весь город своей доставкой? Сейчас это выглядит несправедливо. Не понимаю, почему нельзя расширить зону доставки хотя бы на пару километров. Было бы здорово, если бы постоянные клиенты получали скидки. Привезли испорченное молоко, срок годности еще нормальный. Макароны в упаковке слиплись и потемнели. Оказалось, просрочены на полгода. Получил заказ с перепутанными товарами, совсем не то что заказывал. Я всегда заказываю у вас, но почему не предлагаете скидок для постоянных клиентов? Продукты и химия оказались в одном пакете, это недопустимо. Доставили торт, а он весь помятый и кривой. День рождения испорчен!",29 6 6 22 40 15 31 22 31 14
"СберСпасибо не работает, выдает сбой при оплате бонусами. Оказалось, что в мой дачный поселок вы не доставляете. А ведь там постоянно живут люди! Попытка оплаты через сайт закончилась ошибкой, но деньги списались. Верните их немедленно! Абсолютно непонятно, в какое время ожидать курьера. Нет никакой возможности отследить. Не могу понять, как работает скидка в корзине, всё неясно.",45 6 48 4 25
"Сборка заказа идет слишком медленно, уже 35 минут прошло. Платеж через СБП не проходит, приходится использовать другую карту. Не используют термопакеты, всё мороженое растаяло. Путаница с заказом, половина товаров не те. Заказ был отменен курьером, даже не предупредили. Приложение сложно использовать, интерфейс неудобный. Приложение зависает, когда пытаюсь выбрать товар. Хочу доставку до 23:00, рано закрываетесь.",35 48 31 31 38 41 42 46
"Организуйте курсы повышения квалификации для курьеров. Это поможет им лучше справляться с работой. Заказ пришел быстрее, чем обещали. Не могу поверить, но моего заказа просто не было в сумке доставщика. Приложение постоянно зависает, невозможно выбрать товары.",44 43 13 42
"Каждый раз при заказе приложение зависает. Прошло 40 минут, а заказ все еще не собран. Искал свой товар среди привезенного, но не нашел. Куда он пропал? Хотелось бы видеть, как скидки с витрины и корзины суммируются. Почему нет возможности отследить курьера на карте? Это стандартная функция для доставки. Яблоки пришли все в синяках и побитые. Огурцы вялые и пожелтевшие. Сборка занимает слишком много времени, прошло уже полчаса. Мой заказ отменили, хотя я ждал долго. Интерфейс приложения не нравится, все слишком сложно.",42 35 13 24 5 27 27 35 32 41
"Почему так мало рыбы в продаже? Хотелось бы видеть больше скидок на все заказы, это привлекло бы больше клиентов. Вы обещаете доставку за 40 минут, но я жду уже второй час. Это просто обман! Ваш порог минимального заказа нереально высокий. Это очень неудобно для клиентов. Почему так редко бывают большие распродажи?",28 23 2 8 23
"Не понимаю, почему нельзя оформить заказ ночью с доставкой на утро. Это было бы так удобно! Указал, что живу в пристройке к основному зданию. Курьер не мог найти. Неужели так сложно прочитать комментарий? Груши пришли твёрдые как камень.",46 17 27
"Только что закончил формировать заказ, а сумма уже выросла на 200 рублей! Это какое-то мошенничество! Хотелось бы, чтобы корзинная скидка распространялась на все товары. Почему доставка закрывается так рано? Сделайте до полуночи. Жду возврат денег, но их до сих пор нет. Заказ привезли быстрее, чем ожидал. Расширьте зону обслуживания! Мой район находится всего в 10 минутах езды от вашей текущей границы. Приложение зависает, невозможно оплатить заказ. Почему система не видит мою дисконтную карту при оформлении заказа?",9 24 46 49 43 6 42 26
"Ужасно неудобно, что вы работаете только до 20:00. Многие ещё даже с работы не вернулись. Обещанная скидка в 20% на первый заказ не сработала. Хлеб и чистящие средства в одном пакете, это не должно быть так.",46 26 31
"Привезли испорченное мясо, хотя срок годности в порядке. Заказ отменили, хотя я ждал его весь день. Я устал от этих 'сюрпризов' с изменением стоимости корзины.",40 32 9
"Приложение зависает, когда пытаюсь оплатить заказ. Это невозможно - каждый раз, когда я готов оформить заказ, сумма меняется. Это утомительно - постоянно пересчитывать сумму заказа. Морковь пришла сухая и вялая. Не проходит платеж через СБП, приходится искать другую карту. Сделайте программу лояльности, это бы привлекло больше постоянных клиентов. Заказ был отменен, хотя я ждал его несколько часов. Почему не сработала скидка 50% на второй товар в категории? Мой заказ отменили без предупреждения. Очень неприятно. Жду свой заказ 40 минут, а он еще не готов.",42 9 9 27 48 22 32 26 32 35
"Написал, что домофон не работает, звонить на телефон. Никто не позвонил. Зачем вообще оставлять комментарии? Приложение неудобное, трудно найти нужные функции. Каждый раз, когда я захожу в приложение, минимальная сумма заказа другая. Это какая-то лотерея! Почему курьер отменил заказ, не приехав? Опять не довезли часть заказа. Это уже становится нормой? Скидка применилась, но непонятно к каким товарам. Это какой-то квест - собрать корзину так, чтобы сумма не изменилась. Заказ привезли быстрее, чем ожидал.",17 41 10 38 13 25 9 43
