text,class
"Я чувствую себя как на американских горках цен - то вверх, то вниз. Это нормально?",9
"Почему я не могу заказать всего один товар? Эта минимальная сумма заказа просто абсурдна!",10
"Минимальная сумма заказа постоянно растет. Вчера была одна, сегодня уже другая. Как так можно работать?",10
"Я хотел заказать только пачку молока, но из-за минимальной суммы заказа пришлось набирать кучу ненужных товаров.",10
"Зачем вообще нужна эта минимальная сумма заказа? Это очень неудобно для клиентов!",10
"Каждый раз, когда я захожу в приложение, минимальная сумма заказа другая. Это какая-то лотерея!",10
"Не могу заказать нужный мне товар, потому что он дешевле минимальной суммы заказа. Это ужасно!",10
"Минимальная сумма заказа делает невозможным спонтанные покупки. Я не всегда хочу заказывать на такую большую сумму!",10
"Почему минимальная сумма заказа так высока? Я живу один и мне столько не нужно за раз.",10
"Сегодня минимальная сумма заказа одна, завтра - совсем другая. Как планировать покупки в таких условиях?",10
"Из-за минимальной суммы заказа приходится покупать лишнее. Это пустая трата денег!",10
"Я готов платить за доставку, только дайте возможность заказывать меньше минимальной суммы!",10
"Минимальная сумма заказа постоянно скачет. То 1000, то 1500, то 2000. Так и разориться можно!",10
"Не понимаю, зачем нужна минимальная сумма заказа. Дайте людям покупать столько, сколько им нужно!",10
"Заказал три товара, привезли только два. Очень разочарован.",13
"Курьер приехал без половины моего заказа. Что за безобразие?",13
"Не могу поверить, но моего заказа просто не было в сумке доставщика.",13
"Открываю коробку, а там пусто. Где мой товар?",13
"Доставка приехала, но без моего заказа. Как так вообще?",13
"Отследил посылку, курьер отметил доставку, а товара нет.",13
"Ждал целый день, а в итоге привезли пустую коробку.",13
"Получил уведомление о доставке, но товара нет. Куда он делся?",13
"Не довезли самое важное из заказа. Остальное теперь бесполезно.",13
"Курьер сказал, что товар где-то потерялся. И что мне теперь делать?",13
"Доставка была, а товара нет. Магия какая-то!",13
"Заказ не полный, самого нужного нет. Почему так?",13
"Вместо моего заказа - пустота. Куда всё пропало?",13
"Привезли пакет, а в нем ничего нет. Шутка такая?",13
"Доставщик приехал с пустыми руками. Где мой заказ?",13
"Половина заказа отсутствует. Никто даже не предупредил.",13
"Искал свой товар в коробке, но его там нет. Как так вышло?",13
"Курьер удивился, что в его сумке нет моего заказа. Я тоже в шоке.",13
"Ждал весь день, а товар так и не привезли. Почему?",13
"Доставка была вовремя, но без товара. Что за абсурд?",13
"Получил пустую коробку вместо заказа. Кто-то что-то перепутал?",13
"Заказ не доехал до меня. Куда он делся по пути?",13
"Вместо полного заказа получил только часть. Остальное испарилось?",13
"Товар не довезли, хотя в приложении отметили как доставленный.",13
"Открыл дверь курьеру, а у него для меня ничего нет. Как так?",13
"Доставка без товара - это нормально? Потому что у меня именно так.",13
"Не могу найти свой заказ в привезенной посылке. Он исчез?",13
"Курьер приехал, но моего товара у него нет. Кто-то что-то напутал.",13
"Доставка оказалась пустышкой - товара нет, объяснений тоже.",13
"Половину заказа не привезли. И даже не сказали почему.",13
"Получил уведомление о доставке, открываю дверь - а заказа нет.",13
"Искал свой товар среди привезенного, но его там нет. Загадка.",13
"Курьер разводит руками - моего заказа у него нет. А где он тогда?",13
"Доставка приехала быстро, но без моего товара. Как так вышло?",13
"Вместо полного заказа получил половину. Куда делось остальное?",13
"Заказ отметили как доставленный, а по факту - пустота.",13
"Открываю посылку, а там нет самого главного. Почему не довезли?",13
"Курьер приехал без моего товара. Говорит, что его не было на складе.",13
"Доставка была в срок, но заказа в ней нет. Как такое возможно?",13
"Получил пустую коробку вместо заказанного товара. Кто виноват?",13
"Заказ пропал по пути ко мне. Никто не знает, куда он делся.",13
"Ждал весь день, а привезли не то, что заказывал. Остальное где?",13
"Товар не доехал до меня. В пути что-то случилось?",13
"Курьер не смог найти мой заказ в своей сумке. Мистика какая-то.",13
"Доставка без товара - это какой-то новый тренд?",13
"Вместо заказа получил извинения. А где мои вещи?",13
"Открыл посылку - а там пусто. Куда делся мой заказ?",13
"Половина заказа отсутствует. Никто даже не предупредил об этом.",13
"Курьер приехал с пустыми руками. Мой заказ потерялся?",13
"Доставка была, а товара нет. Как такое может быть?",13
"Получил уведомление о доставке, но заказа нет. Что происходит?",13
"Искал свой товар среди привезенного, но не нашел. Куда он пропал?",13
"Курьер не привез мой заказ. Говорит, что его не было на складе.",13
"Доставка оказалась пустой. Где мой товар и почему его нет?",13
"Заказ не полный, самого важного нет. И никто ничего не объяснил.",13
"Получил коробку, а в ней - ничего. Как так вышло с моим заказом?",13
"Товар куда-то исчез по пути ко мне. Кто за это ответит?",13
"Заказал яйца, а привезли какое-то месиво. Все разбиты!",14
"Йогурт растекся по всему пакету, испортив остальные продукты. Ужасно!",14
"Фрукты все побитые, как будто их футболом играли по дороге.",14
"Доставили торт, а он весь помятый и кривой. День рождения испорчен!",14
"Банки с напитками лопнули в коробке. Все вещи были мокрые и липкие.",14
"Хлеб пришел в виде крошек. Это издевательство какое-то!",14
"Стеклянные бутылки разбились, осколки по всей сумке. Опасно же!",14
"Пицца превратилась в месиво. Все ингредиенты перемешались в кашу.",14
"Овощи доставили помятыми и потемневшими. Ни в салат, ни в суп не годятся.",14
"Коробка с печеньем раскрошилась, все содержимое перемешалось.",14
"Упаковка с молоком протекла, все остальные продукты пропахли кислятиной.",14
"Мягкие фрукты, вроде персиков и абрикосов, превратились в пюре.",14
"Доставили замороженные продукты, а они уже подтаяли и слиплись.",14
"Соус из контейнера вытек и испачкал все остальные продукты. Бардак!",14
"Получил просроченное молоко. Как так можно? Оно уже скисло!",15
"Йогурт с истекшим сроком годности. Чуть не отравились всей семьей.",15
"Доставили хлеб, покрытый плесенью. Отвратительно!",15
"Срок годности у мяса истек неделю назад. Это же опасно для здоровья!",15
"Консервы с вздутыми крышками. Явно просрочка, но почему-то доставили.",15
"Фрукты с плесенью в упаковке. Как это вообще попало на доставку?",15
"Печенье засохло до состояния камня. Смотрю на упаковку - просрочено на месяц.",15
"Получил сыр, покрытый зеленым налетом. Проверил дату - давно не годен.",15
"Чай в пакетиках пришел с истекшим сроком годности. Уже выветрился весь аромат.",15
"Макароны в упаковке слиплись и потемнели. Оказалось, просрочены на полгода.",15
"Соус для пасты пришел уже забродивший. Дата на банке - прошлый год.",15
"Заказал свежую зелень, а привезли вялый пожелтевший веник. Срок вышел давно.",15
"Морепродукты с истекшим сроком. Запах ужасный, чуть в обморок не упала.",15
"Доставили просроченные яйца. Внутри уже почти цыплята сформировались.",15
"Рис в пакете весь в каких-то жучках. Глянул на срок - просрочка.",15
"Орехи прогоркли. Оказывается, их срок годности истек еще три месяца назад.",15
"Колбаса вся в белом налете. На упаковке дата - позавчерашний день.",15
"Заказал творог, привезли что-то, больше похожее на сыр. Просрочен на неделю.",15
"Лапша быстрого приготовления с истекшим сроком. Специи внутри слиплись в комок.",15
"Энергетический напиток выдохся и потерял цвет. Неудивительно, просрочен на 2 месяца.",15
"Соевый соус пришел уже забродивший. Дата на бутылке - полгода назад.",15
"Привезли просроченный кетчуп. Он уже начал расслаиваться в бутылке.",15
"Оливковое масло пришло прогорклым. Срок годности истек еще в прошлом году.",15
"Доставили сухофрукты, покрытые плесенью. Как оказалось, просрочены на 3 месяца.",15
"Мороженое с истекшим сроком. Внутри уже кристаллы льда образовались.",15
"Заказал свежевыжатый сок, а привезли прокисшую жижу. Дата на бутылке вчерашняя.",15
"Паштет в банке вздулся. Глянул на срок - просрочен уже месяц как.",15
"Чипсы в пакете превратились в крошку и прогоркли. Срок вышел полгода назад.",15
"Привезли кофе в зернах, а он уже выдохся. Дата обжарки - больше года назад.",15
"Соленья в банке покрылись плесенью. Срок годности истек еще зимой.",15
"Доставили просроченный шоколад. Он весь покрылся белым налетом.",15
"Замороженные овощи пришли оттаявшими и склизкими. Срок годности давно истек.",15
"Привезли лимонад, который уже начал бродить. Дата на бутылке - прошлый месяц.",15
"Я же написал в комментарии, что нужно позвонить за час до доставки! Никто не позвонил.",17
"В заказе четко указал, что нужна сдача с 5000. Курьер приехал без сдачи. Комментарии вообще читают?",17
"Просила оставить у двери, а курьер звонил и ждал. Зачем тогда писать комментарии?",17
"Указал в комментарии, что домофон не работает. Никто не перезвонил, заказ не доставили.",17
"Специально отметил, что нужна бесконтактная доставка. В итоге курьер лично вручил заказ. Комментарии игнорируются?",17
"Писал, что подъезд с обратной стороны дома. Курьер не нашел и уехал. Комментарии не читают?",17
"В заказе указал, что нужны приборы. Не положили. Зачем вообще комментарии, если их игнорируют?",17
"Просил не звонить в дверь, а написать в WhatsApp. Разбудили ребенка звонком. Комментарии для кого пишутся?",17
"Отметил, что нужен подъем на 5 этаж. Курьер отказался подниматься. Комментарии вообще смотрят?",17
"Указала, что дверь серая, а не белая. Курьер не мог найти квартиру. Кто-нибудь читает комментарии к заказу?",17
"Просил оставить заказ у консьержа. Почему-то принесли к двери. Комментарии игнорируются полностью?",17
"Написал, что в пиццу нельзя добавлять лук. Доставили с луком. Зачем нужны комментарии, если их не читают?",17
"Указал, что оплата картой при получении. Курьер требовал наличные. Комментарии к заказу вообще имеют смысл?",17
"Просила не упаковывать приборы, а положить отдельно. Всё в пакете вперемешку. Комментарии никто не читает?",17
"Отметил, что звонок не работает. Курьер всё равно пытался звонить и не мог доставить. Зачем поле для комментариев?",17
"В комментарии написал, что нужен товарный чек. Не привезли. Кто-нибудь вообще смотрит эти комментарии?",17
"Просил позвонить за 15 минут до доставки. Никто не позвонил. Комментарии пишутся в пустоту?",17
"Указал, что домофон 143. Курьер не мог попасть в подъезд. Неужели так сложно прочитать комментарий?",17
"Написала, что дома с 19:00. Курьер приехал в 18:30 и уехал. Для чего нужны комментарии, если их игнорируют?",17
"Отметил, что нужна коробка для торта. Не положили. Комментарии к заказу вообще кто-нибудь читает?",17
"Просил не звонить, а постучать. Разбудили ребенка звонком в дверь. Зачем вообще оставлять комментарии?",17
"Написал, что вход со двора. Курьер не мог найти подъезд. Комментарии существуют для галочки?",17
"Указала, что живу на втором этаже. Почему-то искали на пятом. Кто-нибудь читает комментарии к заказу?",17
"Отметил, что оплата уже проведена онлайн. Курьер требовал оплату. Комментарии никто не смотрит?",17
"Просил не класть соус к роллам. Положили. Зачем поле для комментариев, если их игнорируют?",17
"Написал, что дверь справа от лифта. Курьер долго не мог найти. Комментарии к заказу вообще читают?",17
"Указала, что нужен подъем на 7 этаж. Курьер отказался подниматься. Для чего тогда пишутся комментарии?",17
"Просил не упаковывать столовые приборы в пластик. Всё равно упаковали. Кто-нибудь читает комментарии?",17
"Отметил, что оплата бонусами. Курьер не знал об этом. Зачем оставлять комментарии, если их игнорируют?",17
"Написала, что нужен звонок в 408 квартиру. Звонили соседям. Комментарии существуют для галочки?",17
"Указал, что живу в пристройке к основному зданию. Курьер не мог найти. Неужели так сложно прочитать комментарий?",17
"Просил не добавлять васаби и имбирь. Всё равно положили. Комментарии никто не смотрит?",17
"Отметила, что вход через арку. Курьер проехал мимо. Для чего нужны комментарии, если их не читают?",17
"Написал, что домофон не работает, звонить на телефон. Никто не позвонил. Зачем вообще оставлять комментарии?",17
"Указал, что нужна сдача с 1000 рублей. Курьер привез без сдачи. Кто-нибудь читает эти комментарии?",17
"Просила не звонить с 14 до 16, ребенок спит. Разбудили звонком. Комментарии пишутся в пустоту?",17
"Отметил, что квартира на первом этаже. Искали на третьем. Зачем поле для комментариев, если их игнорируют?",17
"Написала, что дверь с кодовым замком, код 1234. Курьер не мог попасть в подъезд. Комментарии вообще смотрят?",17
"Указал, что лифт не работает, нужен подъем на 9 этаж. Курьер отказался подниматься. Для чего тогда пишутся комментарии?",17
"Просил положить палочки для роллов. Забыли положить. Кто-нибудь читает комментарии к заказу?",17
"Отметила, что живу в общежитии, нужно позвонить вахтеру. Курьер не мог попасть внутрь. Комментарии игнорируются полностью?",17
"Написал, что нужна бесконтактная доставка до 12:00. Привезли в 14:00 и вручили лично. Зачем нужны комментарии, если их не читают?",17
"Указала, что подъезд во дворе. Курьер искал с улицы. Неужели так сложно прочитать комментарий?",17
"Просил не добавлять лед в напитки. Всё равно добавили. Комментарии существуют для галочки?",17
"Отметил, что живу в частном доме, нужно позвонить. Курьер не мог найти дом. Для чего нужны комментарии, если их игнорируют?",17
"Написала, что дверь с домофоном, код 5678. Курьер звонил в дверь напрямую. Кто-нибудь вообще смотрит эти комментарии?",17
"Указал, что оплата уже проведена онлайн. Курьер требовал наличные. Зачем поле для комментариев, если их не читают?",17
"Просила не класть острый соус. Положили. Комментарии пишутся в пустоту?",17
"Отметил, что заказ на самовывоз. Пытались доставить на дом. Комментарии к заказу вообще имеют смысл?",17
"Отвратительный сервис, больше никогда не буду заказывать.",21
"Ужасное качество, не рекомендую никому.",21
"Полное разочарование, зря потратил деньги.",21
"Худшая доставка, с которой я когда-либо сталкивался.",21
"Кошмар, а не обслуживание. Больше ни за что не обращусь.",21
"Ничего хорошего сказать не могу, сплошной негатив.",21
"Отвратительно во всех отношениях, не советую.",21
"Ужасный опыт, пожалел, что сделал заказ.",21
"Хуже некуда, просто нет слов.",21
"Кошмарный сервис, больше никогда в жизни.",21
"Полный провал, не тратьте здесь свое время и деньги.",21
"Отстой полнейший, не связывайтесь с этой компанией.",21
"Я всегда заказываю у вас, но почему не предлагаете скидок для постоянных клиентов?",22
"Было бы здорово иметь программу лояльности, чтобы получать бонусы за частые заказы.",22
"Хорошая служба доставки, но нет никаких предложений для постоянных клиентов.",22
"Хотелось бы видеть скидки на следующий заказ или для тех, кто регулярно заказывает.",22
"Много раз заказывал, но скидки для постоянных клиентов не вижу.",22
"Часто заказываю у вас, но программа лояльности не предусмотрена?",22
"Ваши услуги классные, но хотелось бы иметь бонусы для постоянных клиентов.",22
"Почему бы не сделать скидку для тех, кто часто заказывает?",22
"Сделайте программу лояльности, я бы пользовался услугами еще чаще.",22
"Для постоянных клиентов скидок нет, и это расстраивает.",22
"Доставка всегда вовремя, но хотелось бы получать скидки за частые заказы.",22
"Я ваш постоянный клиент, но ни разу не получил скидку.",22
"Очень нравится ваша служба, но было бы здорово иметь бонусы для постоянных клиентов.",22
"Хотелось бы видеть какие-то предложения для тех, кто заказывает часто.",22
"Нет никаких скидок для постоянных клиентов, это минус.",22
"У вас отличная служба доставки, но отсутствие скидок для постоянных клиентов расстраивает.",22
"Часто заказываю, но не вижу никаких бонусов или скидок для постоянных клиентов.",22
"Было бы классно, если бы вы ввели скидки для постоянных клиентов.",22
"Всё отлично, но хотелось бы получать бонусы за частые заказы.",22
"Заказываю не первый раз, но скидок для постоянных клиентов не предлагается.",22
"Пользуюсь вашими услугами уже давно, но хотелось бы видеть программу лояльности.",22
"Нравится сервис, но программа лояльности для постоянных клиентов была бы полезной.",22
"Часто делаю заказы, но нет никаких бонусов для постоянных клиентов.",22
"Хотелось бы скидку на следующий заказ, как постоянному клиенту.",22
"Отличная доставка, но постоянные клиенты могли бы получать скидки.",22
"Постоянным клиентам скидки не предоставляются, это огорчает.",22
"У вас замечательный сервис, но нет никаких предложений для постоянных клиентов.",22
"Сделайте программу лояльности, это бы привлекло больше постоянных клиентов.",22
"Пользуюсь вашими услугами часто, но скидок для постоянных клиентов нет.",22
"Нет никаких предложений для постоянных клиентов, хотя я часто заказываю.",22
"Заказываю много, но программа лояльности отсутствует.",22
"Хотелось бы видеть скидки на следующий заказ для постоянных клиентов.",22
"Хорошая служба, но постоянные клиенты скидок не получают.",22
"Не хватает программы лояльности для тех, кто заказывает часто.",22
"Очень люблю ваш сервис, но отсутствие скидок для постоянных клиентов — минус.",22
"Нет программы лояльности для постоянных клиентов, это неудобно.",22
"Постоянным клиентам могли бы предложить какие-то бонусы.",22
"Было бы здорово, если бы постоянные клиенты получали скидки.",22
"Очень нравится ваша служба доставки, но нет бонусов для постоянных клиентов.",22
"Постоянным клиентам могли бы предоставлять скидку на следующий заказ.",22
"Доставка быстрая, но нет программы лояльности для постоянных клиентов.",22
"Хотелось бы видеть бонусы для постоянных клиентов, заказываю часто.",22
"Нет никаких скидок для тех, кто заказывает у вас регулярно.",22
"Хорошо было бы иметь скидки для постоянных клиентов.",22
"Всё отлично, но программа лояльности была бы большим плюсом.",22
"Часто пользуюсь вашими услугами, но скидок для постоянных клиентов не хватает.",22
"Могли бы сделать скидки для тех, кто заказывает часто.",22
"Заказываю у вас постоянно, но программу лояльности так и не увидел.",22
"Отличная доставка, но скидки для постоянных клиентов отсутствуют.",22
"Хотелось бы видеть больше акций на всю корзину.",23
"Почему так редко проходят акции, вроде 'товар за 1 рубль'?",23
"Мало скидок на все заказы, было бы неплохо добавить такие предложения.",23
"Больше промокодов на всю корзину, пожалуйста.",23
"Часто заказываю, но акции проводятся слишком редко.",23
"Можно ли ожидать больше акций, вроде 'товар за 1 рубль'?",23
"Хотелось бы получать больше скидок на все товары в заказе.",23
"Не хватает акций на всю корзину, хотелось бы видеть их чаще.",23
"Акции типа 'товар за 1 рубль' очень редки, а хотелось бы больше.",23
"Запускайте больше скидок на весь заказ, это было бы удобно.",23
"Почему так мало промокодов на все заказы?",23
"Было бы здорово, если бы акции на всю корзину проходили чаще.",23
"Скидки типа 'товар за 1 рубль' - это классно, но их не хватает.",23
"Запускайте больше акций, сейчас их недостаточно.",23
"Мало скидок на все товары в заказе, добавьте такие предложения.",23
"Хотелось бы больше акций на все заказы, это было бы привлекательно.",23
"Реально не хватает акций типа 'товар за 1 рубль'".,23
"Часто делаю заказы, но хотелось бы видеть больше скидок на весь заказ.",23
"Было бы здорово, если бы акции 'товар за 1 рубль' проводились чаще.",23
"Хотелось бы видеть больше скидок и промокодов на все заказы.",23
"Мало акций на всю корзину, это разочаровывает.",23
"Скидки на весь заказ должны быть чаще, их действительно не хватает.",23
"Акции типа 'товар за 1 рубль' очень редкие, хотелось бы больше.",23
"Хотелось бы видеть больше скидок на все заказы, это привлекло бы больше клиентов.",23
"Пожалуйста, проводите больше акций на всю корзину.",23
"Не хватает скидок на все товары в заказе, было бы круто, если бы их было больше.",23
"Скидки типа 'товар за 1 рубль' должны быть чаще, ведь это очень выгодно.",23
"Почему так мало акций на всю корзину? Добавьте больше.",23
"Акции вроде 'товар за 1 рубль' очень интересны, но их недостаточно.",23
"Добавьте больше скидок на весь заказ, это сделает заказы привлекательнее.",23
"Реально не хватает акций на всю корзину, хотелось бы больше таких предложений.",23
"Хотелось бы больше скидок на все товары в корзине.",23
"Акции на всю корзину проходят слишком редко, сделайте их чаще.",23
"Скидки типа 'товар за 1 рубль' очень редки, хотелось бы больше таких акций.",23
"Чаще делайте акции на весь заказ, их недостаточно.",23
"Очень мало скидок на всю корзину, это минус.",23
"Было бы здорово, если бы акции типа 'товар за 1 рубль' запускались чаще.",23
"Мало акций на все товары в заказе, добавьте больше.",23
"Хотелось бы больше скидок на всю корзину, сейчас их недостаточно.",23
"Акции вроде 'товар за 1 рубль' интересные, но их маловато.",23
"Пожалуйста, сделайте больше акций на весь заказ, это было бы удобно.",23
"Добавьте больше скидок на все товары в заказе.",23
"Скидка на корзину не распространяется на товары со скидками с витрины, это неудобно.",24
"Почему корзинная скидка не действует на все товары?",24
"На витринные товары скидки не суммируются с корзинной скидкой, и это проблема.",24
"Очень разочарован, что на товары со скидкой не действует корзинная скидка.",24
"Скидки на витринные товары не суммируются, хотелось бы изменений.",24
"Почему корзинная скидка не применяется на все товары, а только на часть?",24
"Не действует скидка на товары со скидкой из витрины, это неправильно.",24
"Корзинная скидка применяется только к части товаров, это неудобно.",24
"Скидка с витрины и корзины не складываются, что разочаровывает.",24
"Почему корзинная скидка действует не на все товары, а только на некоторые?",24
"Хотелось бы, чтобы скидка на корзину применялась ко всем товарам.",24
"Не могу понять, почему скидка на корзину не работает с товарами со скидкой.",24
"Скидка из корзины и скидка с витрины не суммируются, и это неудобно.",24
"Скидка на корзину действует не на все категории товаров, это минус.",24
"Очень жаль, что корзинная скидка не применяется к товарам со скидкой с витрины.",24
"Корзинная скидка работает только на определенные товары, это неудобно.",24
"Почему скидка с витрины и корзины не складываются?",24
"Хотелось бы, чтобы корзинная скидка применялась на все товары.",24
"Корзинная скидка не распространяется на товары со скидкой, что неудобно.",24
"Скидка на корзину применяется только к некоторым товарам, это некомфортно.",24
"Очень жаль, что корзинная скидка не работает с товарами со скидкой.",24
"На товары со скидкой с витрины не действует скидка на корзину, это разочаровывает.",24
"Корзинная скидка работает только на некоторые товары, хотелось бы изменений.",24
"Почему скидка не распространяется на все товары в корзине?",24
"Скидка на корзину не суммируется с акциями на витрине, и это неудобно.",24
"Корзинная скидка действует не на все товары, хотелось бы, чтобы она применялась ко всем.",24
"Почему скидки на витрине и в корзине не складываются?",24
"Не могу понять, почему корзинная скидка не действует на все товары.",24
"Хотелось бы, чтобы корзинная скидка распространялась на все товары.",24
"Корзинная скидка не работает с акционными товарами, и это неудобно.",24
"Скидка с витрины и корзины не суммируются, это неудобно.",24
"Почему корзинная скидка действует только на некоторые категории товаров?",24
"Скидка на корзину не работает с товарами, на которые уже есть скидка.",24
"Очень жаль, что скидка на корзину не распространяется на все товары.",24
"Корзинная скидка не действует на товары со скидкой, это разочаровывает.",24
"Не могу понять, почему скидки не суммируются.",24
"Хотелось бы видеть, как скидки с витрины и корзины суммируются.",24
"Почему корзинная скидка работает только на некоторые товары?",24
"Очень неудобно, что скидка на корзину не распространяется на все товары.",24
"Корзинная скидка действует только на часть товаров, хотелось бы изменений.",24
"Не работает скидка на корзину для товаров со скидкой с витрины".,24
"Скидки из корзины и с витрины не складываются, это неудобно.",24
"Почему корзинная скидка не распространяется на все товары?",24
"Хотелось бы, чтобы корзинная скидка распространялась на все категории товаров.",24
"Не могу понять, почему скидка на корзину не работает на все товары.",24
"Очень жаль, что скидки с витрины и корзины не суммируются.",24
"Корзинная скидка работает только на часть товаров, это неудобно.",24
"Непонятно, как работает скидка в корзине, хотелось бы больше ясности.",25
"Почему скидка применилась не ко всем товарам, это не совсем ясно.",25
"Скидка применилась, но непонятно к каким товарам.",25
"Не могу понять, почему скидка не применилась ко всей корзине.",25
"Непонятно, какие товары попали под скидку в корзине.",25
"Почему скидка не распространилась на все товары?",25
"Неясно, какие товары получили скидку, нужна более чёткая информация.",25
"Непонятно, почему скидка в корзине применилась не ко всем товарам.",25
"Скидка в корзине непонятная, хотелось бы больше прозрачности.",25
"Почему скидка не применилась ко всем товарам в заказе?",25
"Очень трудно понять, к каким товарам была применена скидка.",25
"Непонятно, как работает система скидок в корзине, можно ли объяснить?",25
"Скидка применилась только к некоторым товарам, это неясно.",25
"Хотелось бы больше информации о том, как работает скидка в корзине.",25
"Неясно, почему скидка не применилась к некоторым товарам.",25
"Почему скидка в корзине действует не на все товары?",25
"Трудно понять, как работает система скидок в корзине.",25
"Скидка в корзине непонятна, нужно больше информации.",25
"Почему скидка применилась не на все товары в заказе?",25
"Очень трудно понять, как работает скидка в корзине.",25
"Непонятно, какие товары получили скидку, информация неполная.",25
"Хотелось бы видеть чёткое описание того, как применяется скидка.",25
